,datetime,close
0,1676970000000,24752.86854041039
1,1676970600000,24645.824311849465
2,1676971200000,24687.75515552365
3,1676971800000,24769.679278102576
4,1676972400000,24806.824728028987
5,1676973000000,24794.368495120547
6,1676973600000,24796.520258542925
7,1676974200000,24765.35558354981
8,1676974800000,24750.309213009696
9,1676975400000,24750.80791019996
10,1676976000000,24728.5852879575
11,1676976600000,24705.7305493972
12,1676977200000,24722.634613731563
13,1676977800000,24683.26672037918
14,1676978400000,24736.03272436565
15,1676979000000,24729.723874432035
16,1676979600000,24683.229370215264
17,1676980200000,24638.30556454775
18,1676980800000,24632.333804010195
19,1676981400000,24597.562150953763
20,1676982000000,24564.00246064768
21,1676982600000,24648.560660802566
22,1676983200000,24629.571495974626
23,1676983800000,24632.01018213894
24,1676984400000,24647.65856811578
25,1676985000000,24658.357460428
26,1676985600000,24653.4091408468
27,1676986200000,24672.87487774161
28,1676986800000,24664.35700236123
29,1676987400000,24606.96171769311
30,1676988000000,24592.30732063537
31,1676988600000,24608.307099861744
32,1676989200000,24643.45584750017
33,1676989800000,24686.1401166752
34,1676990400000,24751.209458158548
35,1676991000000,24702.722498997915
36,1676991600000,24692.22643609471
37,1676992200000,24648.04551104361
38,1676992800000,24545.418094005465
39,1676993400000,24560.201297856907
40,1676994000000,24611.00425797325
41,1676994600000,24585.46580336026
42,1676995200000,24574.07410956316
43,1676995800000,24485.272849756708
44,1676996400000,24390.292916783383
45,1676997000000,24364.318706368435
46,1676997600000,24414.956880375496
47,1676998200000,24432.73008764721
48,1676998800000,24431.225069675987
49,1676999400000,24429.45473535524
50,1677000000000,24437.98558712628
51,1677000600000,24443.17101202711
52,1677001200000,24482.445064354983
53,1677001800000,24548.726311538285
54,1677002400000,24668.41703660513
55,1677003000000,24642.094040262626
56,1677003600000,24651.80088001017
57,1677004200000,24646.079722624698
58,1677004800000,24600.114106708374
59,1677005400000,24691.57458911025
60,1677006000000,24673.63553434661
61,1677006600000,24654.44806683584
62,1677007200000,24588.10808067936
63,1677007800000,24653.21614465733
64,1677008400000,24604.63432987948
65,1677009000000,24624.796771361584
66,1677009600000,24623.8011307243
67,1677010200000,24588.586576771453
68,1677010800000,24547.941748041776
69,1677011400000,24514.89818491387
70,1677012000000,24478.59982928412
71,1677012600000,24483.97850106763
72,1677013200000,24500.59950247318
73,1677013800000,24450.588404717924
74,1677014400000,24252.18515283953
75,1677015000000,24301.192268236555
76,1677015600000,24336.587191371927
77,1677016200000,24249.74756695453
78,1677016800000,24201.386773431863
79,1677017400000,24259.0732072657
80,1677018000000,24271.00705784916
81,1677018600000,24299.199075038527
82,1677019200000,24337.38436628545
83,1677019800000,24362.755246432986
84,1677020400000,24376.3544577928
85,1677021000000,24380.325294096
86,1677021600000,24375.29025021888
87,1677022200000,24389.01701995723
88,1677022800000,24392.41692368324
89,1677023400000,24412.776676307418
90,1677024000000,24444.948836793308
91,1677024600000,24467.09023340204
92,1677025200000,24444.847568140605
93,1677025800000,24424.32394772973
94,1677026400000,24388.7477981521
95,1677027000000,24342.04077786348
96,1677027600000,24428.62366638708
97,1677028200000,24379.94990989025
98,1677028800000,24421.274373664648
99,1677029400000,24372.542988396854
100,1677030000000,24316.7814401893
101,1677030600000,24288.08545623117
102,1677031200000,24089.23589273266
103,1677031800000,24099.971629123203
104,1677032400000,24103.68727047329
105,1677033000000,23959.81202765488
106,1677033600000,24112.12405817752
107,1677034200000,24148.023728077147
108,1677034800000,24169.74103366112
109,1677035400000,24216.98753190872
110,1677036000000,24209.14537632544
111,1677036600000,24213.53079308502
112,1677037200000,24187.495043692
113,1677037800000,24207.44292796012
114,1677038400000,24209.54287399275
115,1677039000000,24202.50318365776
116,1677039600000,24190.08200954396
117,1677040200000,24159.284986001523
118,1677040800000,24097.46135713244
119,1677041400000,24130.046286170367
120,1677042000000,24157.515795243628
121,1677042600000,24122.534949732333
122,1677043200000,24066.200750738368
123,1677043800000,24059.059351018583
124,1677044400000,24059.00971594418
125,1677045000000,24095.00774144861
126,1677045600000,24113.23258448268
127,1677046200000,24109.07683574606
128,1677046800000,24066.526834676748
129,1677047400000,24022.327717599303
130,1677048000000,23995.86759421476
131,1677048600000,24022.227435551988
132,1677049200000,23967.29424027456
133,1677049800000,23996.29989382225
134,1677050400000,24075.50549941361
135,1677051000000,24046.42355443412
136,1677051600000,24042.77667865124
137,1677052200000,24086.1355847551
138,1677052800000,24059.351776260668
139,1677053400000,24032.826557629505
140,1677054000000,24028.760251178846
141,1677054600000,23982.593897859253
142,1677055200000,23920.15009530543
143,1677055800000,23967.664810493767
144,1677056400000,23975.86290208858
145,1677057000000,23995.934547021538
146,1677057600000,24045.194875570567
147,1677058200000,24064.7382907147
148,1677058800000,24081.012481438367
149,1677059400000,24136.946387509684
150,1677060000000,24123.81305958975
151,1677060600000,24128.74876883705
152,1677061200000,24111.517471032665
153,1677061800000,24115.144787907164
154,1677062400000,24179.910637665915
155,1677063000000,24167.24029319577
156,1677063600000,24186.36810186145
157,1677064200000,24165.26669170686
158,1677064800000,24184.353401432607
159,1677065400000,24144.34486964344
160,1677066000000,24104.858713862595
161,1677066600000,24144.530454932315
162,1677067200000,24159.45014603773
163,1677067800000,24183.57619607643
164,1677068400000,24208.80919768377
165,1677069000000,24198.20373777512
166,1677069600000,24190.303301792384
167,1677070200000,24124.51009125856
168,1677070800000,24136.7430428528
169,1677071400000,24052.3110037894
170,1677072000000,24097.50938542712
171,1677072600000,24072.430797245823
172,1677073200000,24116.315669231
173,1677073800000,24132.62230529669
174,1677074400000,24083.251947020424
175,1677075000000,24027.84800506644
176,1677075600000,23995.55768030386
177,1677076200000,24046.84173789218
178,1677076800000,24045.00268260323
179,1677077400000,24010.73843229246
180,1677078000000,23931.6277053138
181,1677078600000,23863.38742778529
182,1677079200000,23764.32061478655
183,1677079800000,23737.80767315931
184,1677080400000,23762.728926416807
185,1677081000000,23756.81712283054
186,1677081600000,23764.576965777684
187,1677082200000,23759.334362726284
188,1677082800000,23755.948265171795
189,1677083400000,23718.90374201308
190,1677084000000,23710.99397440244
191,1677084600000,23688.0580169219
192,1677085200000,23660.412792264844
193,1677085800000,23645.729704257818
194,1677086400000,23715.96028285421
195,1677087000000,23730.398630803447
196,1677087600000,23778.20406305833
197,1677088200000,23754.26642934288
198,1677088800000,23766.697141553377
199,1677089400000,23803.65782202288
200,1677090000000,23814.522542068084
201,1677090600000,23833.57576154288
202,1677091200000,23822.90553146051
203,1677091800000,23761.37366963444
204,1677092400000,23785.727892045343
205,1677093000000,23853.892754324454
206,1677093600000,23883.39002393655
207,1677094200000,23779.66033642219
208,1677094800000,23806.58848778608
209,1677095400000,23857.10915450491
210,1677096000000,23810.561702443018
211,1677096600000,23842.625678406093
212,1677097200000,23846.18435575872
213,1677097800000,23824.6515689505
214,1677098400000,23793.680161751065
215,1677099000000,23800.54317316068
216,1677099600000,23838.84114133361
217,1677100200000,23825.87903311183
218,1677100800000,23825.33275104282
219,1677101400000,23827.070888728027
220,1677102000000,23779.26374802808
221,1677102600000,23818.862582450045
222,1677103200000,23813.50528229843
223,1677103800000,23836.272710603305
224,1677104400000,23938.67261208513
225,1677105000000,23948.59395441298
226,1677105600000,24043.6739480701
227,1677106200000,24066.31105103111
228,1677106800000,24131.938168758727
229,1677107400000,24191.86544459737
230,1677108000000,24148.87299571265
231,1677108600000,24149.9211084112
232,1677109200000,24137.94154423192
233,1677109800000,24190.5007953479
234,1677110400000,24197.6190575601
235,1677111000000,24190.21615715764
236,1677111600000,24220.585242535675
237,1677112200000,24164.79575803025
238,1677112800000,24158.368799042702
239,1677113400000,24152.060575421983
240,1677114000000,24139.16707517238
241,1677114600000,24162.396745853453
242,1677115200000,24162.59983769374
243,1677115800000,24165.794290723068
244,1677116400000,24162.09915884089
245,1677117000000,24157.1465577164
246,1677117600000,24206.87316776001
247,1677118200000,24203.51895858631
248,1677118800000,24230.551913244904
249,1677119400000,24306.67112915049
250,1677120000000,24458.798527234307
251,1677120600000,24540.28008122422
252,1677121200000,24572.08942145445
253,1677121800000,24526.82777584
254,1677122400000,24559.565348247244
255,1677123000000,24522.5077276724
256,1677123600000,24520.578540415507
257,1677124200000,24491.10762410123
258,1677124800000,24478.77069529016
259,1677125400000,24461.39082793264
260,1677126000000,24470.39737095498
261,1677126600000,24457.978727405527
262,1677127200000,24460.141622345
263,1677127800000,24473.237538699832
264,1677128400000,24508.720738137537
265,1677129000000,24504.12889275924
266,1677129600000,24508.26141810361
267,1677130200000,24463.7288983155
268,1677130800000,24401.11746389909
269,1677131400000,24387.91629302182
270,1677132000000,24410.07403782731
271,1677132600000,24400.352025059947
272,1677133200000,24395.939606444925
273,1677133800000,24379.78291134705
274,1677134400000,24362.858803035226
275,1677135000000,24376.08046923969
276,1677135600000,24405.11715532056
277,1677136200000,24403.304781146828
278,1677136800000,24425.76493757393
279,1677137400000,24415.39554337208
280,1677138000000,24404.69122660694
281,1677138600000,24399.17805684409
282,1677139200000,24390.408070261044
283,1677139800000,24414.332599795925
284,1677140400000,24454.5109014486
285,1677141000000,24465.410524965584
286,1677141600000,24430.058783225395
287,1677142200000,24443.20708296677
288,1677142800000,24422.79819117962
289,1677143400000,24431.12086625341
290,1677144000000,24409.99161493688
291,1677144600000,24384.851453906944
292,1677145200000,24393.750998353047
293,1677145800000,24349.580334234743
294,1677146400000,24315.67104677401
295,1677147000000,24272.97343228077
296,1677147600000,24297.84017749052
297,1677148200000,24307.076018441498
298,1677148800000,24263.57807463865
299,1677149400000,24286.51315252781
300,1677150000000,24261.00797534762
301,1677150600000,24260.30724939452
302,1677151200000,24075.43699847417
303,1677151800000,23921.99530313097
304,1677152400000,23794.185063736248
305,1677153000000,23750.348021433485
306,1677153600000,23763.53466399019
307,1677154200000,23762.248528145483
308,1677154800000,23855.19924995011
309,1677155400000,23852.95211263487
310,1677156000000,23824.97446892592
311,1677156600000,23968.57847464301
312,1677157200000,23960.73769735423
313,1677157800000,24038.22147960908
314,1677158400000,24172.31420880445
315,1677159000000,24085.09234834965
316,1677159600000,24107.92918667175
317,1677160200000,23989.56257717493
318,1677160800000,24028.05856459109
319,1677161400000,24119.22392629833
320,1677162000000,24105.5889248678
321,1677162600000,24056.93372571656
322,1677163200000,23988.874570921424
323,1677163800000,24040.21365115574
324,1677164400000,23983.07507646826
325,1677165000000,23939.97054348377
326,1677165600000,23952.46102103335
327,1677166200000,23992.35423586879
328,1677166800000,23989.53933657196
329,1677167400000,23952.02245783884
330,1677168000000,23982.181977883243
331,1677168600000,23947.96283178566
332,1677169200000,23923.16143704354
333,1677169800000,23947.458007644866
334,1677170400000,23892.95497154252
335,1677171000000,23874.532899049576
336,1677171600000,23827.17323520485
337,1677172200000,23841.53611699525
338,1677172800000,23859.33904490849
339,1677173400000,23859.607860163705
340,1677174000000,23918.951184331647
341,1677174600000,23916.804570042703
342,1677175200000,23821.71691320104
343,1677175800000,23804.5253490374
344,1677176400000,23839.37383380297
345,1677177000000,23832.43940679789
346,1677177600000,23851.96622300073
347,1677178200000,23886.22772296836
348,1677178800000,23859.966303151003
349,1677179400000,23940.3731096056
350,1677180000000,23988.667654753583
351,1677180600000,24016.166611850585
352,1677181200000,23983.585802060377
353,1677181800000,23978.77685141858
354,1677182400000,24026.06069695073
355,1677183000000,24023.71555181888
356,1677183600000,24014.736713298444
357,1677184200000,24019.332670105592
358,1677184800000,24003.404975640937
359,1677185400000,23951.92461841403
360,1677186000000,23959.8660982764
361,1677186600000,23964.1810628022
362,1677187200000,23989.90126922552
363,1677187800000,23967.54739998328
364,1677188400000,23954.574402597216
365,1677189000000,23926.861573608567
366,1677189600000,23898.151714014843
367,1677190200000,23824.28692656332
368,1677190800000,23843.17327135708
369,1677191400000,23852.054809845355
370,1677192000000,23827.21902584426
371,1677192600000,23879.185804795256
372,1677193200000,23895.0521913445
373,1677193800000,23892.576761939818
374,1677194400000,23868.278021212034
375,1677195000000,23895.55187819229
376,1677195600000,23904.448733599387
377,1677196200000,23946.33665424777
378,1677196800000,23943.16519207185
379,1677197400000,23984.31990130312
380,1677198000000,23972.45517665045
381,1677198600000,23934.398248019264
382,1677199200000,23910.20056642176
383,1677199800000,23946.128476744376
384,1677200400000,23996.77317984414
385,1677201000000,24080.912381455182
386,1677201600000,24063.945689767515
387,1677202200000,24040.3251568886
388,1677202800000,24061.88891536097
389,1677203400000,24044.04596497853
390,1677204000000,24015.471939100844
391,1677204600000,23994.440833555047
392,1677205200000,23975.18361936754
393,1677205800000,24017.3182665122
394,1677206400000,24011.765768296715
395,1677207000000,23959.9573334992
396,1677207600000,23946.54918303524
397,1677208200000,23971.24025374334
398,1677208800000,23979.7521919503
399,1677209400000,23988.568448237656
400,1677210000000,23974.483442578094
401,1677210600000,23978.742982277472
402,1677211200000,23976.8359190051
403,1677211800000,23985.302072136023
404,1677212400000,23976.98132369221
405,1677213000000,23967.763658160373
406,1677213600000,23976.49954099668
407,1677214200000,23988.40265885856
408,1677214800000,23943.92732762801
409,1677215400000,23896.815112635173
410,1677216000000,23895.53621116104
411,1677216600000,23922.545913280574
412,1677217200000,23920.53458076755
413,1677217800000,23911.492127019923
414,1677218400000,23900.489413885352
415,1677219000000,23845.087868754963
416,1677219600000,23869.59732295169
417,1677220200000,23869.908859103583
418,1677220800000,23873.61128131818
419,1677221400000,23905.558991538222
420,1677222000000,23906.140853706234
421,1677222600000,23902.227761820894
422,1677223200000,23827.05413446406
423,1677223800000,23835.790062225176
424,1677224400000,23846.52547934286
425,1677225000000,23870.301056505003
426,1677225600000,23850.293082801378
427,1677226200000,23814.885892615486
428,1677226800000,23813.50876150247
429,1677227400000,23911.6968168296
430,1677228000000,23908.88795970461
431,1677228600000,23894.47452594098
432,1677229200000,23928.54052327028
433,1677229800000,23920.03678686757
434,1677230400000,23890.81206123832
435,1677231000000,23872.714982485715
436,1677231600000,23852.696000087817
437,1677232200000,23872.83425194639
438,1677232800000,23839.93454647112
439,1677233400000,23832.79985750935
440,1677234000000,23808.75588165729
441,1677234600000,23853.233232816907
442,1677235200000,23864.257370849547
443,1677235800000,23882.731923799
444,1677236400000,23868.17086572337
445,1677237000000,23892.927686145857
446,1677237600000,23883.0483586904
447,1677238200000,23882.001996529816
448,1677238800000,23876.89680158557
449,1677239400000,23893.36803416629
450,1677240000000,23889.259578200465
451,1677240600000,23941.06010147348
452,1677241200000,23921.99163965003
453,1677241800000,23915.892911804447
454,1677242400000,23928.21398449501
455,1677243000000,23892.036013630644
456,1677243600000,23889.68015238317
457,1677244200000,23872.06791477212
458,1677244800000,23885.23267227489
459,1677245400000,23840.138444425444
460,1677246000000,23781.69273106833
461,1677246600000,23763.26850075728
462,1677247200000,23788.533214617742
463,1677247800000,23739.78208265377
464,1677248400000,23750.321547070253
465,1677249000000,23819.92997578024
466,1677249600000,23820.39872497496
467,1677250200000,23821.76516790217
468,1677250800000,23810.881630921514
469,1677251400000,23752.425895903714
470,1677252000000,23676.36659053908
471,1677252600000,23584.700802108528
472,1677253200000,23441.59019219632
473,1677253800000,23426.912371557868
474,1677254400000,23239.954611392823
475,1677255000000,23161.21944217058
476,1677255600000,23121.07064652081
477,1677256200000,23184.944060501886
478,1677256800000,23229.98355947319
479,1677257400000,23258.34229020349
480,1677258000000,23184.56136481792
481,1677258600000,23162.820465851622
482,1677259200000,23200.76623261001
483,1677259800000,23149.67889133032
484,1677260400000,23149.339308443592
485,1677261000000,23098.69168498411
486,1677261600000,23121.86530190282
487,1677262200000,23096.63849066472
488,1677262800000,23133.63892034027
489,1677263400000,23111.90329676602
490,1677264000000,23145.616053042275
491,1677264600000,23157.09326375833
492,1677265200000,23113.09546699469
493,1677265800000,23077.234880797576
494,1677266400000,23060.43183213129
495,1677267000000,23066.826439330627
496,1677267600000,23031.681858362783
497,1677268200000,23122.36719965168
498,1677268800000,23256.82202633474
499,1677269400000,23231.983961862163
500,1677270000000,23270.75677110426
501,1677270600000,23251.331855765624
502,1677271200000,23216.39092229002
503,1677271800000,23185.627967161363
504,1677272400000,23213.42548201817
505,1677273000000,23224.039017856947
506,1677273600000,23196.19431952093
507,1677274200000,23170.21405689338
508,1677274800000,23171.693628694746
509,1677275400000,23099.008160594225
510,1677276000000,23101.547587074296
511,1677276600000,23134.715438555635
512,1677277200000,23133.8927487314
513,1677277800000,23105.4521212496
514,1677278400000,23051.17023431706
515,1677279000000,23095.4767686525
516,1677279600000,23102.14110024688
517,1677280200000,23141.917353855915
518,1677280800000,23173.11966876787
519,1677281400000,23191.0488855757
520,1677282000000,23179.967054596887
521,1677282600000,23203.82540474613
522,1677283200000,23195.197704139
523,1677283800000,23190.620076489224
524,1677284400000,23184.18357100543
525,1677285000000,23185.936266802182
526,1677285600000,23160.98240216904
527,1677286200000,23163.26754857084
528,1677286800000,23165.68466242548
529,1677287400000,23187.885014890533
530,1677288000000,23184.54651320202
531,1677288600000,23190.55549634251
532,1677289200000,23188.39495032094
533,1677289800000,23204.82012459231
534,1677290400000,23201.518590830325
535,1677291000000,23196.873418760188
536,1677291600000,23172.519721234115
537,1677292200000,23140.603986673068
538,1677292800000,23117.221823244883
539,1677293400000,23110.68243605161
540,1677294000000,23104.280940531666
541,1677294600000,23109.671702386684
542,1677295200000,23122.52938375716
543,1677295800000,23110.63024346675
544,1677296400000,23126.10578360841
545,1677297000000,23111.79659136301
546,1677297600000,23101.103353220617
547,1677298200000,23089.50980541347
548,1677298800000,23089.36698574752
549,1677299400000,23102.16174720312
550,1677300000000,23118.37672298049
551,1677300600000,23115.15399503936
552,1677301200000,23123.39039365059
553,1677301800000,23120.25661126873
554,1677302400000,23099.78450796303
555,1677303000000,23056.35109750097
556,1677303600000,23063.64531335353
557,1677304200000,23062.036200511808
558,1677304800000,23064.811630431548
559,1677305400000,23084.133703023
560,1677306000000,23097.020669771573
561,1677306600000,23093.589762872714
562,1677307200000,23090.98726350728
563,1677307800000,23096.7652514824
564,1677308400000,23099.852878378544
565,1677309000000,23108.10673519699
566,1677309600000,23099.691029426373
567,1677310200000,23107.498800779387
568,1677310800000,23100.28562894371
569,1677311400000,23108.406376677733
570,1677312000000,23121.919428733712
571,1677312600000,23138.910843776288
572,1677313200000,23154.41902857401
573,1677313800000,23143.598381546723
574,1677314400000,23140.34516644431
575,1677315000000,23125.05985285468
576,1677315600000,23115.31340064028
577,1677316200000,23122.0149342432
578,1677316800000,23080.20191782125
579,1677317400000,23070.649234119377
580,1677318000000,23069.31248357989
581,1677318600000,23052.790733899663
582,1677319200000,23080.151216254213
583,1677319800000,23074.322727245843
584,1677320400000,23047.87063339571
585,1677321000000,23009.620734519653
586,1677321600000,22987.64883988134
587,1677322200000,22991.57362241713
588,1677322800000,22967.68347061213
589,1677323400000,22996.606299898805
590,1677324000000,22997.220193442496
591,1677324600000,23011.437254303324
592,1677325200000,22987.83586676874
593,1677325800000,22981.08325161306
594,1677326400000,22987.026868750665
595,1677327000000,22996.46497050513
596,1677327600000,22963.34920910697
597,1677328200000,22962.31405354986
598,1677328800000,22929.2182835398
599,1677329400000,23003.084123319743
600,1677330000000,23040.249358722613
601,1677330600000,23019.179105340383
602,1677331200000,23045.175853817072
603,1677331800000,23052.5836765966
604,1677332400000,23057.55710661273
605,1677333000000,23036.27249046173
